id,education,marital_status,income,age,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,revenue,customer_since_in_days
6991,Graduation,Divorced,43185.0,70,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0.0,3138
6049,Master,Together,73450.0,39,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,0.0,2899
3433,2n Cycle,Married,72635.0,66,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0.0,3084
3099,Graduation,Divorced,44267.0,51,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0.0,3182
2740,PhD,Widow,33438.0,63,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0.0,2973
6710,Master,Single,58217.0,70,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0.0,3282
1343,Graduation,Together,58554.0,53,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0.0,3334
968,Master,Divorced,41335.0,53,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0.0,2878
6768,Graduation,Divorced,37859.0,59,1,2,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0.0,3226
9,Master,Single,46098.0,46,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0.0,3373
5948,Graduation,Single,57338.0,46,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0.0,2754
4828,Graduation,Divorced,79865.0,67,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0.0,2704
115,Master,Single,43456.0,55,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0.0,3153
5955,Graduation,Together,72025.0,59,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0.0,3282
10151,Graduation,Divorced,62204.0,61,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0.0,3348
5534,Master,Married,47808.0,46,0,1,30,123,1,26,2,0,72,2,3,2,3,7,0,0,0.0,2945
988,Graduation,Married,81168.0,56,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0.0,2746
4796,Graduation,Divorced,49638.0,69,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0.0,2764
8650,Graduation,Widow,54162.0,43,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0.0,3161
10906,PhD,Together,46681.0,73,0,2,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0.0,2957
7901,Master,Married,34109.0,50,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,0.0,2928
1409,Graduation,Together,40689.0,70,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0.0,3161
3850,Basic,Together,14918.0,58,0,1,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0.0,3262
5955,Graduation,Together,72025.0,59,0,0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0.0,3282
3107,Graduation,Together,71322.0,45,0,1,31,121,24,124,24,15,42,1,4,1,7,2,0,0,0.0,2751
6343,Graduation,Married,79823.0,62,0,1,6,835,73,380,114,73,43,1,6,9,7,2,0,0,0.0,2783
10779,Graduation,Single,22148.0,38,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0.0,2770
5552,Master,Divorced,48721.0,58,1,1,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0.0,3105
1118,Master,Married,50965.0,65,0,1,87,544,13,85,8,6,29,3,10,4,5,8,0,0,0.0,3187
4686,PhD,Widow,82571.0,59,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0.0,2781
6892,Graduation,Divorced,61671.0,53,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,0,0.0,2719
8254,PhD,Married,34596.0,47,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0.0,3135
11074,Graduation,Single,85072.0,44,0,0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0.0,2774
5675,PhD,Divorced,50611.0,61,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,0,0.0,3326
7010,2n Cycle,Married,70924.0,56,0,0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0.0,2776
10424,Graduation,Single,75922.0,53,0,0,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0.0,2895
6940,PhD,Single,46734.0,55,1,2,86,100,1,39,6,1,76,4,3,2,3,6,0,0,0.0,2944
5255,Graduation,Single,,35,1,0,19,5,1,3,3,263,362,0,27,0,0,1,0,0,0.0,3187
9396,PhD,Married,37717.0,43,1,0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0.0,3276
1272,Master,Single,55250.0,56,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0.0,3309
5948,Graduation,Single,57338.0,46,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0.0,2754
2055,PhD,Divorced,35860.0,48,1,1,37,15,0,8,4,2,20,2,1,1,2,5,0,0,0.0,2734
7458,Master,Together,34941.0,65,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0.0,3173
7196,PhD,Married,41145.0,71,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0.0,2834
75,2n Cycle,Together,41039.0,39,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0.0,3032
2895,Graduation,Single,49980.0,58,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0.0,2942
1150,PhD,Together,83532.0,122,0,0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,0.0,2969
10092,Graduation,Divorced,70044.0,67,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0.0,3189
8164,PhD,Married,82170.0,43,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0.0,2909
4391,Master,Divorced,63841.0,53,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0.0,3127
48,Graduation,Together,55761.0,57,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,0,0.0,2759
7532,Graduation,Married,43586.0,41,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0.0,3361
5423,Graduation,Together,28359.0,38,1,0,35,6,0,5,2,1,2,1,1,0,2,7,0,0,0.0,2938
4179,Graduation,Together,24221.0,62,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0.0,3006
8093,Master,Married,79734.0,52,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0.0,2694
5684,Master,Divorced,44635.0,50,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0.0,2954
3711,Master,Married,80184.0,77,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,0.0,2813
7396,Graduation,Married,80398.0,55,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,0.0,3289
5150,Basic,Single,20194.0,42,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0.0,3252
10144,Graduation,Together,51369.0,45,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0.0,3305
5283,PhD,Single,42473.0,45,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0.0,2825
2980,Master,Single,8820.0,69,1,1,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0.0,3157
10556,Graduation,Married,54984.0,62,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0.0,2729
9260,PhD,Married,70356.0,76,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0.0,3294
10470,Master,Married,40662.0,42,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0.0,3164
5140,PhD,Married,64355.0,36,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0.0,3367
2930,Master,Single,68092.0,43,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0.0,2888
2677,Graduation,Together,46097.0,65,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0.0,3148
10770,Graduation,Married,65492.0,62,0,0,73,247,161,295,210,85,47,2,4,7,13,2,0,0,0.0,2847
1655,Graduation,Together,34350.0,42,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0.0,2946
7279,PhD,Together,69476.0,52,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0.0,2965
796,2n Cycle,Divorced,60161.0,56,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0.0,3307
6919,2n Cycle,Married,26224.0,43,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0.0,3083
2005,Graduation,Married,35765.0,31,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0.0,2893
8432,Graduation,Together,54450.0,65,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0.0,3346
10475,Master,Together,,51,0,1,39,187,5,65,26,20,14,2,4,2,6,5,0,0,0.0,3147
7264,2n Cycle,Single,52195.0,43,2,1,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0.0,2741
10727,PhD,Married,69084.0,51,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0.0,2915
4120,2n Cycle,Single,49514.0,46,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0.0,2887
8773,Master,Together,57420.0,50,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,0,0.0,3062
7849,PhD,Married,80336.0,51,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0.0,2986
1081,PhD,Married,75283.0,64,1,2,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0.0,3152
6001,Graduation,Married,56775.0,42,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0.0,3236
5763,Master,Together,49854.0,49,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0.0,2924
8230,Graduation,Married,33228.0,41,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0.0,2850
2930,Master,Single,68092.0,43,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0.0,2888
3066,PhD,Together,61905.0,46,0,1,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0.0,2838
8890,PhD,Divorced,65808.0,50,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0.0,2723
635,Master,Married,57183.0,55,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0.0,3160
3559,2n Cycle,Married,16248.0,33,1,0,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0.0,2743
4271,2n Cycle,Together,38683.0,32,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0.0,3326
9256,Graduation,Single,58350.0,50,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0.0,3234
22,Graduation,Divorced,46310.0,45,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0.0,3266
8369,Graduation,Together,18227.0,34,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0.0,3291
2942,Graduation,Single,45906.0,57,0,1,20,305,3,27,4,3,144,2,5,4,4,5,0,0,0.0,3111
9624,PhD,Together,65488.0,63,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0.0,2709
5234,2n Cycle,Together,30753.0,54,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0.0,3046
10277,Graduation,Single,30081.0,60,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0.0,3186
5147,Graduation,Single,90842.0,73,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0.0,3028
6382,Graduation,Together,48794.0,68,1,1,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0.0,2696
9495,Graduation,Together,71853.0,39,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0.0,3110
3403,PhD,Together,78952.0,63,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0.0,3336
6281,Graduation,Divorced,55686.0,55,0,1,27,673,0,199,37,47,26,2,6,3,5,4,0,0,0.0,3193
7187,Master,Together,,52,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0.0,3100
1729,PhD,Together,66426.0,60,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0.0,2963
7396,Graduation,Married,80398.0,55,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,0.0,3289
3828,Graduation,Married,71107.0,70,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0.0,3190
1584,Graduation,Married,41443.0,44,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0.0,2782
10151,Graduation,Divorced,62204.0,61,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0.0,3348
7192,Graduation,Together,65748.0,66,0,1,58,172,73,93,95,78,34,2,2,4,10,1,1,0,0.0,3133
295,Graduation,Single,81217.0,32,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0.0,3038
5899,PhD,Together,5648.0,71,1,1,68,28,0,6,1,1,13,1,1,0,0,20,0,0,0.0,2801
8278,PhD,Married,74214.0,31,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0.0,3365
1340,Graduation,Married,92910.0,35,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,0,0.0,2759
2975,Graduation,Together,85606.0,45,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0.0,3287
2008,Graduation,Married,77583.0,43,0,0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0.0,2832
6417,Master,Together,80573.0,50,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0.0,3316
8212,Master,Married,39791.0,50,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0.0,3151
2371,Graduation,Married,33622.0,49,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0.0,3135
4198,Graduation,Together,29672.0,56,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0.0,3167
6977,Graduation,Together,75702.0,47,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,0.0,3316
8104,PhD,Married,53312.0,70,0,0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0.0,3017
6690,Master,Married,38179.0,55,1,1,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0.0,3165
8700,Basic,Single,14906.0,35,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0.0,3247
3769,PhD,Together,,49,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0.0,2812
9937,Graduation,Single,70337.0,42,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0.0,2871
10872,PhD,Married,55212.0,52,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,0.0,3276
2980,Master,Single,8820.0,69,1,1,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0.0,3157
5987,2n Cycle,Together,10404.0,32,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0.0,2749
6181,2n Cycle,Together,52203.0,71,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0.0,3391
5062,PhD,Married,54072.0,58,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,0.0,3030
9648,Graduation,Single,46904.0,54,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0.0,3296
309,PhD,Together,63342.0,60,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0.0,3314
6661,Graduation,Married,67445.0,47,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0.0,3379
2639,Graduation,Single,43602.0,55,1,1,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0.0,2863
5278,Graduation,Married,82224.0,57,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0.0,2848
6086,Graduation,Married,80395.0,66,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0.0,2911
10164,Graduation,Single,94472.0,63,0,1,75,1017,33,417,108,100,16,1,5,5,5,5,0,0,0.0,2780
7718,Master,Together,66000.0,74,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0.0,2763
6119,PhD,Single,36736.0,58,1,1,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0.0,3108
4943,Graduation,Married,70503.0,68,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,0.0,3330
3050,Graduation,Married,54198.0,55,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0.0,2887
7943,PhD,Married,36663.0,46,1,0,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0.0,2758
1183,Master,Married,36408.0,72,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0.0,2974
10146,PhD,Together,38887.0,49,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0.0,2812
3525,Graduation,Together,38200.0,51,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0.0,3262
4790,Graduation,Divorced,79803.0,63,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0.0,2720
10722,Graduation,Together,55593.0,48,0,1,63,293,8,124,11,4,106,2,6,6,3,6,0,0,0.0,3005
9097,Graduation,Divorced,46086.0,65,0,1,34,244,8,32,7,2,50,4,3,1,8,4,0,0,0.0,2931
9362,Graduation,Single,69263.0,56,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,0,0.0,2809
4478,Graduation,Married,63777.0,42,1,1,87,457,5,106,15,17,53,8,11,1,6,8,0,0,0.0,3155
9481,Graduation,Married,17148.0,45,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0.0,2845
4207,PhD,Married,87171.0,40,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,0.0,3117
5626,PhD,Single,61798.0,57,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0.0,2911
10037,Graduation,Single,74293.0,28,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0.0,2749
2308,Graduation,Married,46734.0,67,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0.0,3281
5802,Basic,Married,14188.0,49,0,0,40,2,7,11,16,12,27,1,2,0,4,6,0,0,0.0,3179
6230,Graduation,Divorced,44421.0,50,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0.0,3192
3641,Graduation,Married,13624.0,45,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0.0,3218
5253,Master,Together,54603.0,65,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0.0,3048
213,PhD,Single,23091.0,58,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0.0,2725
2337,Graduation,Divorced,29819.0,50,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0.0,2941
7342,2n Cycle,Widow,59184.0,60,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0.0,3351
607,2n Cycle,Divorced,41769.0,66,0,1,31,302,29,131,32,0,27,6,8,1,7,8,0,0,0.0,3194
9081,Graduation,Single,20518.0,33,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0.0,2735
10141,Master,Divorced,39228.0,61,0,0,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0.0,3108
9972,PhD,Together,46015.0,66,1,1,25,38,0,2,0,0,6,1,1,0,3,7,0,0,0.0,2770
6663,PhD,Single,51141.0,81,0,0,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0.0,3049
10735,Graduation,Single,22804.0,50,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0.0,3026
9888,Graduation,Together,68695.0,52,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0.0,2697
5011,Graduation,Divorced,68118.0,58,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0.0,2947
6870,PhD,Divorced,68805.0,62,0,1,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0.0,2978
11039,Graduation,Married,51948.0,46,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0.0,2978
10584,Graduation,Married,65665.0,45,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0.0,2902
7698,PhD,Married,51650.0,45,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0.0,2742
5036,PhD,Single,42710.0,37,1,0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0.0,3271
819,Graduation,Widow,63285.0,76,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0.0,2929
7791,Master,Married,37054.0,54,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0.0,2980
4088,PhD,Together,31497.0,59,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0.0,3263
2285,Master,Together,36634.0,67,0,1,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0.0,3090
5046,Graduation,Divorced,78331.0,63,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0.0,2850
8957,2n Cycle,Single,64831.0,69,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0.0,3077
7286,Graduation,Together,41728.0,53,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0.0,3094
2447,Graduation,Together,30545.0,42,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0.0,3313
1491,2n Cycle,Together,71488.0,56,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0.0,3189
5394,Basic,Single,16014.0,42,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0.0,3162
7281,PhD,Single,,62,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0.0,2929
10598,Graduation,Together,27943.0,54,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0.0,3133
10413,Graduation,Married,72570.0,37,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0.0,2758
10634,Master,Married,59412.0,70,0,0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0.0,2764
1876,Graduation,Married,18929.0,31,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0.0,3191
8070,PhD,Married,54222.0,48,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0.0,2813
10390,2n Cycle,Married,26887.0,62,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0.0,3197
7325,PhD,Together,38197.0,35,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0.0,3058
7798,2n Cycle,Together,46344.0,49,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0.0,3255
3643,Master,Married,63206.0,47,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,0.0,2794
6969,Graduation,Together,50272.0,39,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0.0,3019
4149,PhD,Together,76140.0,73,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0.0,2740
7600,Basic,Single,15253.0,29,1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0.0,2937
4643,Graduation,Married,27803.0,48,1,0,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0.0,3365
8773,Master,Together,57420.0,50,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,0,0.0,3062
4370,Graduation,Together,43482.0,55,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0.0,2921
10757,PhD,Divorced,28420.0,54,1,0,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0.0,2880
4790,Graduation,Divorced,79803.0,63,0,1,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0.0,2720
3759,Graduation,Together,65196.0,63,0,2,34,743,19,181,12,0,200,2,7,6,11,5,0,0,0.0,3032
4149,PhD,Together,76140.0,73,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0.0,2740
7972,Graduation,Single,72906.0,66,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0.0,2978
10509,Master,Single,36927.0,66,1,1,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0.0,2720
450,Master,Together,42315.0,63,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0.0,3045
8315,Graduation,Single,34824.0,26,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0.0,2788
10812,PhD,Married,46377.0,43,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0.0,2813
8318,Graduation,Together,90300.0,42,0,0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,0.0,2870
5046,Graduation,Divorced,78331.0,63,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0.0,2850
8132,PhD,Married,60631.0,46,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,0,0.0,3143
8275,PhD,Divorced,47025.0,56,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0.0,2833
3075,PhD,Married,59973.0,49,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0.0,2984
113,Graduation,Married,30833.0,70,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0.0,3041
11188,Graduation,Together,26091.0,64,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0.0,2817
10364,Graduation,Divorced,23295.0,62,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0.0,3044
5961,Graduation,Married,42693.0,43,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0.0,2715
5644,Graduation,Together,42213.0,64,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0.0,2953
8207,2n Cycle,Married,53233.0,64,0,1,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0.0,2796
3537,Graduation,Together,31089.0,40,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0.0,3374
3007,Graduation,Together,37758.0,55,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0.0,3326
7485,PhD,Widow,56551.0,71,1,1,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0.0,2746
10872,PhD,Married,55212.0,52,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,0.0,3276
3270,2n Cycle,Together,17117.0,43,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0.0,3221
550,Graduation,Divorced,62335.0,69,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0.0,3095
10490,PhD,Married,51039.0,52,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0.0,3259
6211,PhD,Together,37395.0,45,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0.0,2751
1055,Master,Married,53204.0,45,1,1,40,29,0,8,2,0,6,1,1,0,3,4,0,0,0.0,2794
7274,Graduation,Married,78618.0,64,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,0.0,3332
10350,PhD,Married,54432.0,71,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0.0,3109
7514,2n Cycle,Together,54342.0,65,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0.0,3054
2807,Graduation,Married,56796.0,52,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0.0,3191
6437,2n Cycle,Single,41473.0,36,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0.0,3068
6919,2n Cycle,Married,26224.0,43,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0.0,3083
5823,PhD,Single,32303.0,51,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0.0,2806
10159,Graduation,Divorced,58710.0,51,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0.0,3148
7007,Master,Married,29543.0,53,2,0,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0.0,2782
2461,Master,Single,51124.0,66,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0.0,2886
5966,PhD,Married,45207.0,47,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,0,0.0,3289
1291,PhD,Together,27683.0,43,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0.0,3387
1818,PhD,Together,29732.0,50,1,0,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0.0,2789
